name	SL021	SL036	SL037	SL038	SL048	SL050	SL068	SL085	SL086	SL088	SL090	SL103	SL111	SL112	SL114	SL118	SL125	SL200
Gemella_haemolysans	29523	2878	13700	9296	1730	1541	923	18340	464	12237	8526	16410	910	1353	5465	12470	6321	4591
Gemella_sanguinis	726	528	441	1330	219	944	741	503	245	336	1427	2931	1616	1001	2905	1068	1201	454
Gemella_morbillorum	619	273	408	979	1635	140	855	1139	364	484	180	1278	209	878	198	1448	1181	1202
unclassified_Gemella	59	22	26	42	30	19	32	110	15	32	26	45	14	28	23	61	48	57
Gemella_sp._zg-570	17	2	3	14	5	4	4	33	2	7	4	10	2	2	3	24	20	13
Gemella_sp._ND_6198	31	1	4	7	8	4	3	40	2	16	5	13	5	7	13	17	11	27
Gemella_sp._oral_taxon_928	11	10	25	19	18	8	20	27	6	8	14	24	4	32	7	22	9	27
Bacillaceae	3305	2184	409	12625	1778	7307	6075	1349	10077	4260	213	363	215	182	243	434	168	543
Geobacillus	2544	1469	73	9723	1107	5767	4453	460	7946	3000	8	17	1	3	9	12	3	26
Geobacillus_genomosp._3	1711	1025	41	6756	762	4019	3003	298	5444	2074	1	2	0	1	0	0	0	1
Geobacillus_thermoleovorans_group	203	125	10	691	88	449	336	19	541	185	0	8	5	1	0	0	0	0
Geobacillus_thermoleovorans	124	55	2	364	35	252	182	16	292	104	0	3	0	1	0	0	0	0
Geobacillus_thermocatenulatus	20	8	0	43	10	22	24	2	44	21	0	0	0	0	0	0	0	1
Geobacillus_kaustophilus	38	33	9	189	32	144	111	7	181	60	0	6	5	0	0	0	0	0
[Bacillus]_caldolyticus	19	16	0	65	5	32	32	2	40	17	0	0	0	0	0	0	0	0
Geobacillus_subterraneus	188	90	4	647	82	411	310	19	513	181	0	2	0	0	3	2	1	9
Geobacillus_stearothermophilus	256	142	14	921	142	529	510	58	805	279	0	0	0	0	0	2	0	0
unclassified_Geobacillus	66	41	1	274	37	176	150	27	241	84	0	7	0	0	7	3	0	12
Geobacillus_sp._JS12	23	9	1	78	3	28	32	0	47	12	0	0	0	1	0	0	0	0
Geobacillus_sp._46C-IIa	7	12	0	33	4	27	19	1	23	12	1	1	0	0	0	0	0	4
Geobacillus_sp._Y412MC52	10	2	0	28	7	10	11	0	23	2	0	0	0	0	0	0	0	0
Geobacillus_sp._E263	9	4	0	35	8	17	15	12	25	20	0	11	0	0	3	4	0	9
Geobacillus_sp._GHH01	14	4	0	40	6	38	39	6	61	24	0	2	0	0	1	0	0	0
Geobacillus_sp._C56-T3	1	8	0	32	7	26	25	7	31	15	1	0	0	0	1	0	0	0
Geobacillus_thermodenitrificans	67	59	1	267	37	134	122	10	208	82	7	0	4	0	0	1	0	0
Geobacillus_zalihae	35	16	0	177	14	91	85	6	106	37	0	0	0	0	0	0	0	0
Geobacillus_proteiniphilus	15	9	1	40	5	16	11	2	39	22	0	0	0	0	0	0	0	3
Bacillus	194	220	120	473	197	236	253	266	302	233	68	93	83	54	63	119	66	164
Bacillus_methanolicus	82	142	5	294	34	145	134	24	200	115	0	2	0	0	0	1	1	1
unclassified_Bacillus_(in:_firmicutes)	43	28	32	42	48	16	19	43	23	15	23	23	6	14	12	23	5	43
Bacillus_sp._FJAT-42376	2	0	2	1	0	0	0	1	0	1	0	0	0	1	2	1	0	0
Bacillus_sp._S3	2	0	3	0	0	1	1	1	3	1	1	0	2	3	3	3	0	4
Bacillus_sp._T3	2	3	1	3	2	1	1	3	2	0	1	5	1	1	0	0	0	2
Bacillus_sp._DTU_2020_1000418_1_SI_GHA_SEK_038	2	0	2	10	1	1	1	3	1	0	0	1	1	1	1	1	0	2
Bacillus_sp._Y1	2	1	1	3	3	1	1	2	3	3	1	1	0	0	0	2	0	1
Bacillus_sp._ZJS3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Bacillus_sp._KH172YL63	1	1	2	2	1	0	1	0	0	1	0	0	2	1	0	1	0	1
Bacillus_sp._Cs-700	1	0	0	3	0	0	0	2	0	3	0	1	0	0	0	0	0	3
Bacillus_sp._NEB1478	1	0	0	1	0	1	0	6	0	0	1	0	0	0	0	0	1	0
Bacillus_sp._FJAT-18017	1	0	3	4	1	2	0	3	1	3	3	0	0	0	0	2	1	0
Bacillus_sp._Lzh-5	21	20	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
Bacillus_sp._FJAT-22090	1	4	4	2	1	0	1	2	3	1	2	0	0	0	0	3	0	5
Bacillus_sp._NSP9.1	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacillus_sp._NP247	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacillus_cereus_group	39	24	35	79	52	49	37	83	54	51	20	26	46	34	24	48	29	46
Bacillus_cereus	22	7	15	35	10	3	11	25	5	12	12	8	20	10	2	5	16	8
Bacillus_mycoides	4	2	5	7	5	26	3	6	5	5	7	2	4	5	5	2	4	6
Bacillus_nitratireducens	2	0	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	0
Bacillus_pseudomycoides	2	2	1	4	5	2	4	5	1	4	2	7	4	2	1	2	1	1
Bacillus_thuringiensis	2	1	10	18	11	1	4	21	8	6	6	1	5	5	5	5	0	10
Bacillus_tropicus	1	0	4	6	2	9	4	0	0	0	0	0	0	0	0	3	0	0
Bacillus_cytotoxicus	1	3	0	4	3	1	3	6	3	4	0	4	0	0	4	0	0	0
Bacillus_anthracis	3	2	0	0	19	0	8	12	28	11	3	4	7	1	0	21	7	10
Bacillus_subtilis_group	14	13	22	27	17	35	23	41	15	34	10	14	15	6	8	19	19	31
Bacillus_amyloliquefaciens_group	9	0	17	3	4	7	10	10	3	10	6	9	9	1	4	6	13	9
Bacillus_amyloliquefaciens	4	0	7	0	0	2	0	0	0	0	0	0	2	4	0	0	11	1
Bacillus_velezensis	4	3	9	0	0	5	8	11	1	10	1	1	4	1	1	5	2	8
Bacillus_mojavensis_subgroup	3	0	1	2	0	0	0	3	1	3	1	0	0	1	1	1	1	0
Bacillus_mojavensis	2	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0
Bacillus_halotolerans	1	0	0	1	0	0	0	1	1	1	0	0	0	2	0	1	0	0
Bacillus_inaquosorum	2	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	1
Bacillus_rugosus	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacillus_fonticola	2	1	1	0	2	0	2	5	0	1	0	2	1	0	3	2	0	3
Bacillus_badius	2	1	1	2	1	1	3	6	0	3	0	0	0	0	0	5	0	2
Bacillus_pumilus	2	1	1	1	4	0	1	7	5	0	4	4	3	2	3	1	1	3
Bacillus_altitudinis_complex	1	3	1	7	6	1	2	13	1	1	1	4	2	1	1	1	3	4
Bacillus_altitudinis	1	2	6	6	4	1	1	12	1	1	1	0	1	2	1	3	5	1
Bacillus_smithii	1	1	2	10	1	7	10	3	10	3	0	0	1	0	1	2	0	5
Bacillus_safensis	1	0	1	0	3	2	1	12	0	4	1	0	0	0	4	3	3	1
Bacillus_aquiflavi	1	2	1	8	1	4	1	4	4	2	1	3	1	1	0	2	1	3
Bacillus_weihaiensis	1	0	1	1	0	0	1	4	0	0	0	1	1	0	0	2	0	0
Bacillus_infantis	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1	1
Aeribacillus	164	163	5	960	124	494	575	48	800	414	0	0	0	1	0	3	1	6
Aeribacillus_composti	90	78	0	506	58	234	272	27	348	218	0	0	0	1	0	2	1	0
Aeribacillus_pallidus	73	100	3	505	70	223	321	20	416	230	0	0	0	0	0	0	0	2
Caldibacillus	134	118	19	652	92	466	267	62	550	228	11	14	16	5	10	3	2	21
Caldibacillus_thermoamylovorans	134	97	22	649	104	492	295	69	544	214	12	9	19	8	13	1	4	20
Parageobacillus	65	42	5	313	30	127	141	19	224	89	6	8	8	5	8	9	3	11
unclassified_Parageobacillus	22	11	1	109	18	51	59	2	75	36	0	0	0	0	0	2	3	0
Parageobacillus_sp._KH3-4	22	10	4	108	18	54	58	2	84	36	0	2	0	0	0	2	2	0
Parageobacillus_thermoglucosidasius	19	13	3	77	9	44	36	9	74	26	0	1	0	0	4	1	0	6
Parageobacillus_caldoxylosilyticus	11	5	1	39	3	12	14	1	29	9	1	5	0	0	0	1	0	0
Parageobacillus_toebii	9	8	1	61	3	26	29	9	37	14	1	0	1	3	0	5	0	0
Parageobacillus_genomosp._1	2	6	1	10	2	7	2	0	11	3	4	7	3	0	4	0	2	1
Anoxybacillus	30	19	4	117	20	71	58	20	100	36	5	7	5	5	5	5	2	13
Anoxybacillus_flavithermus	20	13	2	81	8	41	38	6	49	18	1	3	1	0	1	1	0	0
unclassified_Anoxybacillus	6	5	0	11	1	12	10	6	15	7	1	0	0	0	0	1	0	1
Anoxybacillus_sp._PDR2	6	4	0	9	1	12	8	6	10	3	1	0	0	0	0	1	0	1
Anoxybacillus_caldiproteolyticus	3	1	0	7	5	5	6	2	8	5	0	2	0	2	0	3	0	0
Anoxybacillus_amylolyticus	1	1	0	4	0	4	6	5	5	7	0	1	0	0	2	0	0	1
Neobacillus	24	16	19	35	23	15	21	44	18	29	11	19	10	14	13	29	6	35
unclassified_Neobacillus	17	10	16	33	6	14	14	37	18	24	7	21	5	8	9	15	5	26
Neobacillus_sp._114	4	0	2	1	0	1	0	0	0	2	1	0	0	0	0	2	0	2
Neobacillus_sp._PS3-40	3	0	3	4	2	0	0	2	0	0	0	4	1	0	0	0	0	1
Neobacillus_sp._PS3-34	2	0	0	1	0	3	0	3	5	2	3	1	0	0	0	3	0	0
Neobacillus_sp._YX16	2	0	0	1	0	1	1	2	1	3	0	1	0	0	1	1	0	0
Neobacillus_sp._OS1-32	1	0	0	3	0	1	5	3	1	3	0	4	1	0	0	2	0	6
Neobacillus_sp._OS1-2	1	1	0	1	0	1	2	0	0	0	1	2	0	1	0	0	0	3
Neobacillus_sp._PS3-12	1	1	3	4	3	1	2	2	0	1	1	1	0	3	1	0	0	7
Neobacillus_sp._PS2-9	1	1	1	0	0	1	1	7	1	0	1	2	0	0	0	1	1	1
Neobacillus_sp._DY30	1	2	1	5	1	2	2	9	0	1	3	3	0	1	2	0	0	3
Neobacillus_sp._Marseille-Q6967	1	0	3	6	2	0	2	2	2	3	1	1	0	1	0	0	0	1
Neobacillus_novalis	2	2	2	3	0	2	3	1	0	2	0	2	0	0	1	3	1	2
Neobacillus_drentensis	2	1	1	6	1	0	1	0	2	1	1	0	1	1	2	0	0	1
Neobacillus_cucumis	1	0	0	4	4	1	0	4	1	4	1	2	0	1	0	2	0	0
Neobacillus_mesonae	1	1	1	3	5	3	3	3	2	3	0	1	0	2	2	1	2	4
Lysinibacillus	23	15	27	20	15	12	20	85	19	39	28	36	14	10	24	34	7	51
unclassified_Lysinibacillus	17	10	13	5	9	7	8	34	14	17	8	10	4	4	9	8	2	16
Lysinibacillus_sp._GJ-1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
Lysinibacillus_sp._2017	4	0	2	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0
Lysinibacillus_sp._OF-1	3	0	3	0	2	0	3	8	0	12	1	1	0	0	1	1	0	1
Lysinibacillus_sp._Ag94	2	0	0	1	0	0	1	11	0	1	0	0	0	0	1	1	0	1
Lysinibacillus_sp._1_U-2021	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	0	0
Lysinibacillus_sp._PLM2	1	4	4	1	2	3	2	6	3	5	0	6	1	2	1	1	2	12
Lysinibacillus_sphaericus	3	2	1	5	2	0	6	6	2	7	1	1	2	1	5	1	0	6
Lysinibacillus_timonensis	1	0	3	1	0	0	3	10	1	2	3	1	1	0	1	2	0	3
Lysinibacillus_fusiformis	1	0	0	1	1	1	2	12	0	2	1	4	1	0	0	5	5	6
Heyndrickxia	14	2	7	19	11	22	24	11	20	10	3	10	1	3	3	12	3	8
Heyndrickxia_coagulans	9	2	2	16	5	11	15	5	19	6	2	7	0	5	1	3	1	5
Heyndrickxia_oleronia	5	2	2	0	4	0	6	4	1	3	1	2	0	1	0	4	1	2
Metabacillus	11	7	9	21	10	12	9	21	8	9	3	5	6	7	0	7	2	10
unclassified_Metabacillus	5	4	3	8	2	3	4	6	3	0	2	7	3	5	0	6	0	1
Metabacillus_sp._B2-18	3	1	0	2	0	2	1	5	1	1	2	4	0	3	0	1	0	0
Metabacillus_sp._KUDC1714	2	1	4	0	2	1	2	2	0	0	0	2	2	2	0	4	0	0
Metabacillus_sediminilitoris	2	0	6	0	4	4	1	3	0	2	1	2	0	0	0	6	1	4
Metabacillus_endolithicus	2	0	0	2	8	2	1	0	0	4	0	0	1	0	0	1	0	0
Metabacillus_litoralis	1	1	1	7	0	1	1	7	0	5	0	0	2	1	0	0	1	7
Virgibacillus	11	11	12	20	20	7	17	31	28	22	4	10	4	6	9	15	7	20
unclassified_Virgibacillus	2	6	9	11	9	4	9	12	9	8	2	5	1	3	5	8	6	11
Virgibacillus_sp._NKC19-16	2	1	0	0	0	2	1	0	5	4	0	1	2	0	1	0	0	3
Virgibacillus_natechei	2	0	0	0	0	1	1	2	2	2	0	1	0	0	0	1	0	0
Virgibacillus_halodenitrificans	2	5	2	1	5	1	0	3	6	5	1	3	3	1	3	2	1	2
Virgibacillus_salarius	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacillus	10	8	8	4	2	4	6	24	10	9	4	8	4	4	1	9	1	17
Halobacillus_amylolyticus	3	1	2	0	0	1	0	3	2	3	1	1	0	0	0	3	1	2
Halobacillus_halophilus	3	0	0	0	0	0	0	3	1	0	2	0	0	0	1	0	0	2
Halobacillus_mangrovi	2	0	1	1	0	1	1	4	0	5	1	2	1	0	0	2	0	1
Halobacillus_naozhouensis	1	0	0	1	0	0	0	4	3	1	0	3	0	0	2	0	1	3
Halobacillus_litoralis	1	1	2	3	2	0	2	1	2	1	0	2	1	1	1	2	1	4
Priestia	9	8	13	27	23	12	23	40	16	28	4	8	11	9	7	21	7	19
Priestia_megaterium	6	10	8	13	10	8	3	24	10	21	2	8	5	3	3	10	1	11
Priestia_filamentosa	2	2	2	3	2	0	3	5	1	4	0	1	0	1	3	2	0	2
Priestia_flexa	1	1	3	2	0	0	2	2	3	2	0	1	0	0	2	2	0	2
Oceanobacillus	7	4	7	6	5	3	13	22	7	10	3	7	3	5	5	10	3	6
Oceanobacillus_oncorhynchi	5	2	0	3	1	0	4	4	1	0	0	1	0	2	1	2	0	0
Oceanobacillus_kimchii	2	1	0	2	0	0	0	4	0	0	1	5	0	0	0	3	1	3
Peribacillus	6	6	11	9	8	3	5	30	7	10	3	11	5	7	6	13	3	18
Peribacillus_simplex	3	2	1	2	3	1	1	11	0	0	1	2	0	0	0	1	0	1
Peribacillus_asahii	2	2	0	5	3	0	0	3	0	2	0	3	0	1	2	1	1	3
Peribacillus_frigoritolerans	1	0	3	2	2	1	2	9	6	5	3	2	1	0	0	2	3	2
Cytobacillus	5	7	10	12	16	6	13	16	12	12	9	12	7	6	9	14	3	20
Cytobacillus_dafuensis	1	1	0	0	1	0	4	2	0	1	0	1	1	0	0	0	0	2
Cytobacillus_kochii	1	0	0	3	0	1	2	5	1	1	2	2	2	1	1	0	0	3
Cytobacillus_oceanisediminis	2	2	4	0	1	1	0	0	1	2	0	5	0	4	0	1	0	0
Psychrobacillus	5	2	3	0	10	0	0	8	3	2	1	7	0	1	2	9	3	3
unclassified_Psychrobacillus	4	3	2	0	8	0	0	7	2	0	0	3	0	0	3	6	0	6
Psychrobacillus_sp._INOP01	4	2	1	0	2	0	0	4	0	3	1	3	0	0	1	4	1	2
Psychrobacillus_glaciei	1	0	1	0	4	0	0	6	0	2	1	1	0	0	0	4	1	0
Niallia	4	9	3	12	6	2	8	21	4	9	6	12	2	2	6	12	2	8
Niallia_circulans	3	1	5	6	2	0	3	4	1	4	2	2	3	0	3	5	0	0
Niallia_taxi	1	1	0	0	0	0	0	4	0	3	0	5	0	0	0	8	0	1
Fervidibacillus	3	0	4	2	10	5	2	3	6	3	1	2	0	0	1	8	1	1
Fervidibacillus_halotolerans	3	0	2	0	2	0	1	2	4	3	0	1	0	0	1	2	3	4
Mesobacillus	3	6	8	8	5	6	5	11	3	2	0	6	5	5	4	7	0	9
Mesobacillus_subterraneus	1	0	2	2	4	0	3	2	2	0	0	0	0	0	1	1	0	2
Mesobacillus_foraminis	1	3	0	1	0	0	0	0	0	0	0	4	2	0	2	1	0	1
Mesobacillus_jeotgali	1	3	1	5	2	3	3	5	1	1	0	3	2	0	1	2	0	3
Alkalihalobacillus	3	0	1	4	1	1	1	0	2	6	1	2	1	0	2	2	0	6
unclassified_Alkalihalobacillus	3	0	4	3	4	0	1	0	3	5	0	1	0	0	2	3	0	6
Alkalihalobacillus_sp._LMS39	3	0	2	1	0	0	2	0	1	3	0	4	0	0	1	1	0	3
Terribacillus	3	0	0	4	1	3	0	6	0	1	4	1	1	3	6	3	0	4
unclassified_Terribacillus	3	0	2	5	2	1	0	4	0	0	3	0	1	0	3	6	0	4
Terribacillus_sp._DMT04	3	0	1	5	2	2	0	3	0	0	1	0	1	1	5	2	0	3
Salipaludibacillus	3	1	3	3	3	0	2	0	0	0	0	1	1	0	3	1	0	5
unclassified_Salipaludibacillus	3	0	0	2	1	0	1	1	1	1	0	2	1	0	2	1	0	3
Salipaludibacillus_sp._LMS25	3	1	1	3	1	0	1	1	0	0	1	1	2	2	1	0	0	3
Pseudalkalibacillus	2	1	0	0	0	0	0	5	0	4	0	3	2	0	0	1	0	1
Pseudalkalibacillus_hwajinpoensis	2	2	0	1	0	0	0	4	0	2	0	1	0	1	0	1	0	0
Siminovitchia	2	2	4	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
Siminovitchia_fortis	2	2	2	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0
Sutcliffiella	2	1	4	3	2	3	4	5	3	3	0	8	1	1	2	3	3	5
Sutcliffiella_horikoshii	2	1	2	3	1	1	1	5	2	1	0	1	2	1	2	1	1	2
Halalkalibacterium_(ex_Joshi_et_al._2022)	2	0	3	2	0	1	1	5	2	3	0	2	0	1	1	0	1	3
Halalkalibacterium_halodurans	2	1	2	2	1	0	1	3	3	0	0	1	0	0	0	3	1	2
Pradoshia	2	0	0	3	2	0	0	4	0	2	1	2	1	2	1	0	0	1
unclassified_Pradoshia	2	1	0	0	2	0	0	5	0	0	1	2	3	1	2	0	0	3
Pradoshia_sp._D12	2	1	1	2	2	0	0	4	1	2	0	0	1	2	1	0	0	1
Allobacillus	2	1	1	1	1	2	0	1	0	0	0	1	1	0	1	0	0	0
Allobacillus_halotolerans	2	1	2	1	0	1	0	2	0	0	1	1	1	0	1	2	1	0
Caldalkalibacillus	1	1	1	11	3	3	6	1	14	2	0	1	1	0	0	1	0	1
Caldalkalibacillus_thermarum	1	2	0	11	4	3	5	2	18	2	0	0	0	2	0	0	0	2
Halalkalibacter	1	0	0	1	2	1	1	3	2	2	0	0	2	0	0	3	1	0
Halalkalibacter_krulwichiae	1	0	0	1	3	1	2	6	0	2	0	0	0	0	0	1	0	0
Domibacillus	1	0	1	2	1	1	1	3	1	0	3	1	0	1	1	0	0	2
unclassified_Domibacillus	1	3	1	3	0	2	1	2	0	0	4	1	0	0	0	4	0	2
Domibacillus_sp._DTU_2020_1001157_1_SI_ALB_TIR_016	1	1	2	2	0	0	0	2	1	0	3	2	0	1	0	1	1	1
Rossellomorea	1	3	5	4	3	1	2	12	4	2	2	1	6	3	4	3	0	4
Rossellomorea_marisflavi	1	2	1	4	3	0	0	2	3	2	0	1	3	1	2	2	0	3
Shouchella	1	4	2	6	6	4	3	8	3	5	1	3	2	2	1	1	3	4
Shouchella_clausii	1	3	2	2	6	3	3	0	0	2	0	1	2	2	0	2	1	7
Ectobacillus	1	1	3	0	7	2	0	3	0	0	0	1	3	0	1	1	2	3
unclassified_Ectobacillus	1	0	3	0	7	3	1	2	0	0	0	1	2	0	1	1	1	1
Ectobacillus_sp._JY-23	1	1	2	0	8	1	1	1	0	0	0	0	1	0	2	2	1	1
Gottfriedia	1	0	0	3	1	0	0	3	0	3	1	2	1	0	2	1	0	1
Gottfriedia_acidiceleris	1	0	1	4	1	0	0	4	0	2	0	1	2	0	1	0	0	1
Fictibacillus	1	1	5	19	5	6	9	12	5	5	0	5	0	4	1	5	3	9
Fictibacillus_arsenicus	1	1	1	5	5	0	4	3	3	2	0	0	0	0	0	0	1	1
Lederbergia	1	2	2	1	0	1	0	5	0	0	0	1	3	0	3	1	2	2
Lederbergia_lenta	1	0	3	4	1	0	0	7	0	1	0	0	0	0	2	1	1	4
Sediminibacillus	1	0	0	4	0	2	1	0	0	0	0	0	0	0	2	0	0	2
Sediminibacillus_dalangtanensis	1	0	0	4	1	3	1	1	0	1	0	2	0	1	2	1	0	2
Salisediminibacterium	1	0	1	3	0	2	0	1	1	2	0	0	0	0	1	1	0	4
Salisediminibacterium_beveridgei	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1
Lentibacillus	1	2	0	3	1	2	3	4	0	2	3	0	0	0	1	0	2	1
Lentibacillus_daqui	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0
Pontibacillus	1	1	3	4	1	0	2	0	3	9	1	3	2	3	0	5	1	3
unclassified_Pontibacillus	1	1	2	2	3	0	4	2	4	4	1	0	2	1	0	5	0	2
Pontibacillus_sp._HMF3514	1	0	2	1	0	0	2	1	0	4	1	1	0	3	1	2	0	0
Gracilibacillus	1	4	4	3	4	2	0	11	8	4	2	4	1	1	2	5	2	2
Gracilibacillus_salitolerans	1	1	0	1	2	0	0	0	6	2	1	2	1	0	2	1	2	5
Staphylococcaceae	245	101	175	229	447	131	200	960	145	192	132	150	1563	160	408	273	214	394
Staphylococcus	202	87	133	188	422	106	181	861	127	166	121	131	1593	158	393	202	192	342
Staphylococcus_hominis	81	11	36	62	209	35	45	44	21	17	9	14	967	40	116	10	64	68
Staphylococcus_aureus	29	17	34	47	36	9	27	601	26	29	41	48	78	43	52	81	20	59
unclassified_Staphylococcus	7	8	2	6	9	1	3	28	4	7	7	3	6	2	25	15	0	23
Staphylococcus_sp._IVB6227	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_sp._17KM0847	1	1	4	3	5	0	4	3	3	0	0	9	2	0	0	3	0	2
Staphylococcus_intermedius_group	7	8	6	5	12	1	6	18	4	5	5	6	10	2	9	5	6	4
Staphylococcus_pseudintermedius	4	8	5	4	8	2	5	18	3	7	6	4	10	1	11	5	6	2
Staphylococcus_delphini	2	0	1	2	0	0	0	4	1	0	1	4	0	0	0	0	0	0
Staphylococcus_saprophyticus	7	0	1	2	1	2	2	1	2	1	1	1	4	1	12	2	0	6
Staphylococcus_epidermidis	6	13	8	8	82	51	40	60	14	7	10	12	419	27	97	3	60	95
Staphylococcus_arlettae	6	5	2	2	2	3	3	2	4	1	3	1	1	0	15	2	1	3
Staphylococcus_haemolyticus	6	1	1	2	11	2	0	5	8	4	1	3	14	4	4	5	2	2
Staphylococcus_lugdunensis	5	0	4	2	1	2	2	4	0	2	1	3	3	0	0	0	0	3
Staphylococcus_xylosus	4	2	4	4	1	1	6	4	2	1	9	2	1	6	0	6	5	7
Staphylococcus_equorum	6	3	2	0	1	0	0	4	0	3	3	0	0	1	11	8	2	6
Staphylococcus_capitis	3	0	1	2	0	1	1	6	0	1	1	4	13	0	3	1	1	3
Staphylococcus_edaphicus	3	0	2	2	6	1	0	6	0	1	1	0	1	0	0	2	0	0
Staphylococcus_simulans	3	3	1	0	2	3	0	4	1	2	3	7	0	0	1	5	2	1
Staphylococcus_kloosii	2	0	0	2	2	0	0	4	0	2	1	0	0	1	1	2	0	1
Staphylococcus_chromogenes	2	3	0	2	0	2	0	5	0	2	2	2	0	3	0	2	0	5
Staphylococcus_ureilyticus	2	2	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0
Staphylococcus_pettenkoferi	2	1	2	0	3	0	2	3	2	3	2	1	0	0	1	0	0	6
Staphylococcus_argenteus	2	1	0	2	0	0	1	5	0	3	0	1	0	1	7	2	2	2
Staphylococcus_casei	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Staphylococcus_saccharolyticus	1	0	0	3	0	0	1	2	3	1	0	0	0	1	0	1	2	3
Staphylococcus_cohnii	1	1	5	1	0	0	0	2	1	2	1	1	1	1	3	1	0	0
Staphylococcus_caprae	1	0	3	0	4	1	0	2	1	1	0	0	7	1	0	2	1	0
Staphylococcus_succinus	1	0	0	1	1	0	0	1	0	1	0	0	1	1	2	0	4	0
Staphylococcus_condimenti	1	0	0	2	0	0	1	3	2	0	1	1	0	0	0	3	1	1
Staphylococcus_agnetis	1	2	2	2	1	1	8	4	0	1	2	5	0	3	1	7	1	2
Staphylococcus_auricularis	1	0	1	1	0	0	1	5	0	1	1	0	0	0	0	2	0	0
Staphylococcus_lutrae	1	1	1	0	2	1	2	4	2	3	0	1	0	0	4	3	0	0
Staphylococcus_warneri	1	0	1	2	2	0	2	0	1	1	0	1	5	0	0	1	0	0
Staphylococcus_nepalensis	1	0	1	2	0	0	1	3	1	2	1	0	0	1	1	2	0	1
Staphylococcus_ratti	1	0	2	0	0	0	0	1	0	6	0	0	2	0	0	0	0	1
Staphylococcus_simiae	1	3	3	1	2	0	2	3	0	1	2	1	1	0	1	1	3	4
Staphylococcus_coagulans	1	1	0	1	0	0	0	5	0	4	0	2	1	0	1	1	0	4
Mammaliicoccus	14	2	10	17	16	0	11	23	8	10	11	12	13	5	10	17	7	15
Mammaliicoccus_sciuri	7	1	3	9	7	0	6	9	1	3	9	2	3	3	3	9	3	3
Mammaliicoccus_lentus	3	2	1	1	1	0	4	4	1	2	0	3	3	1	1	2	2	4
unclassified_Mammaliicoccus	2	0	1	0	1	0	0	4	0	2	1	0	0	0	1	1	1	0
Mammaliicoccus_sp._Marseille-Q6498	2	0	1	0	1	0	0	4	0	3	0	1	0	0	2	1	1	0
Mammaliicoccus_stepanovicii	1	0	2	0	1	1	0	3	0	2	0	1	1	0	0	1	1	3
Mammaliicoccus_vitulinus	1	2	1	10	4	1	1	5	4	1	3	2	1	0	3	6	2	6
Macrococcus	10	10	17	16	12	2	3	35	7	26	16	10	11	8	10	18	6	17
Macrococcus_canis	3	4	2	3	1	0	2	14	1	4	3	2	5	0	3	6	2	1
Macrococcus_caseolyticus	2	1	1	3	0	0	0	3	1	1	1	3	1	0	0	3	0	4
Macrococcus_armenti	1	2	6	3	3	1	0	6	0	5	1	1	0	1	0	5	1	0
Macrococcus_bovicus	3	2	1	2	1	0	0	5	0	1	1	0	1	0	1	1	0	5
Salinicoccus	7	5	2	2	0	0	5	3	10	0	5	1	5	0	2	13	1	2
Salinicoccus_halodurans	7	6	2	1	1	0	3	0	5	1	0	1	6	0	1	7	0	4
Abyssicoccus	6	1	0	2	0	1	0	2	0	1	1	2	0	2	10	2	1	2
Abyssicoccus_albus	6	4	0	2	0	1	0	2	1	2	0	1	0	1	7	1	0	2
Jeotgalicoccus	3	1	0	2	1	1	1	4	5	3	1	1	3	1	4	1	0	4
unclassified_Jeotgalicoccus	3	1	1	3	3	0	0	3	4	3	1	1	0	0	6	3	2	3
Jeotgalicoccus_sp._ATCC_8456	2	1	0	0	1	0	1	3	3	2	0	1	1	1	3	0	0	1
Jeotgalicoccus_sp._WY2	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	2	4
Nosocomiicoccus	1	5	3	0	1	2	1	4	3	1	2	1	4	0	5	4	1	1
Nosocomiicoccus_massiliensis	1	1	2	0	1	2	0	2	1	0	0	1	4	1	2	2	1	0
