"name"	"taxRank"	"taxID"	"Max"	"SL021_caries_fre.cladeReads"	"SL036_caries_activ.cladeReads"	"SL037_caries_activ.cladeReads"	"SL038_caries_activ.cladeReads"	"SL048_caries_activ.cladeReads"	"SL050_caries_activ.cladeReads"	"SL068_caries_activ.cladeReads"	"SL085_caries_fre.cladeReads"	"SL086_caries_fre.cladeReads"	"SL088_caries_fre.cladeReads"	"SL090_caries_fre.cladeReads"	"SL103_caries_fre.cladeReads"	"SL111_caries_activ.cladeReads"	"SL112_caries_fre.cladeReads"	"SL114_caries_fre.cladeReads"	"SL118_caries_activ.cladeReads"	"SL125_caries_fre.cladeReads"	"SL200_caries_activ.cladeReads"	"lineage"
"Streptococcus gallolyticus"	"S"	315405	599	11	49	44	8	58	15	8	67	29	21	90	599	53	14	23	55	16	31	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus periodonticum"	"S"	2490633	285	11	97	73	41	174	34	36	34	90	89	54	60	266	285	48	88	16	68	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus macedonicus"	"S"	59310	31	15	9	5	1	22	5	7	8	31	28	11	15	23	10	9	21	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus ruminantium"	"S"	1917441	108	10	15	51	25	58	49	5	53	31	43	108	67	107	58	33	44	10	28	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus infantarius"	"S"	102684	21	5	9	18	9	17	12	4	21	2	5	16	5	17	7	1	12	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus ruminicola"	"S"	2686210	98	6	28	10	6	37	9	12	22	9	12	80	98	18	8	15	18	9	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pasteurianus"	"S"	197614	64	12	52	63	21	21	8	19	12	9	10	54	64	45	15	14	4	35	12	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Lactococcus"	"G"	1357	298	29	218	245	67	145	111	47	92	45	48	102	298	213	61	49	151	17	62	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae"
"unclassified Lactococcus"	"-"	2643510	17	14	8	2	13	3	NA	NA	1	7	2	1	12	1	NA	11	17	NA	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Lactococcus sp. LG1267"	"S"	2816910	14	14	8	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	11	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus>unclassified&nbsp;Lactococcus"
"Lactococcus lactis"	"S"	1358	127	7	109	82	20	61	46	19	28	15	16	26	127	59	21	28	34	10	12	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Lactococcus garvieae"	"S"	1363	36	5	2	10	2	8	2	NA	16	4	6	36	13	2	5	4	6	2	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Lactococcus cremoris"	"S"	1359	124	2	63	124	21	45	54	13	16	6	7	16	64	123	10	1	22	1	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Lactococcus raffinolactis"	"S"	1366	21	1	12	7	7	6	3	2	8	8	9	11	21	12	6	1	11	3	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Lactococcus"
"Floricoccus"	"G"	1930830	21	3	4	20	1	2	21	1	8	NA	6	5	8	2	2	4	7	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae"
"Floricoccus penangensis"	"S"	1859475	21	3	4	20	1	2	21	1	8	NA	6	5	8	2	2	4	7	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Floricoccus"
"Carnobacteriaceae"	"F"	186828	60047	7609	29309	25791	14682	25264	5544	6545	38098	11462	60047	38286	58011	39619	18185	12150	26438	11147	10246	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales"
"Granulicatella"	"G"	117563	59891	7551	29150	25613	14567	25127	5504	6477	37861	10911	59891	38085	57725	38978	18047	11920	26144	11096	10144	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae"
"Granulicatella elegans"	"S"	137732	40961	5975	6495	14754	6975	3345	324	1532	28030	153	40961	7858	21033	471	1940	3315	16961	2026	5373	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Granulicatella"
"Granulicatella adiacens"	"S"	46124	38507	1576	22655	10859	7591	21781	5179	4945	9830	10757	18929	30227	36691	38507	16107	8604	9182	9070	4771	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Granulicatella"
"Carnobacterium"	"G"	2747	85	22	26	53	31	35	13	27	62	15	44	61	85	53	34	15	44	11	29	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae"
"Carnobacterium viridans"	"S"	174587	12	7	2	3	1	2	NA	NA	12	NA	4	1	4	1	4	NA	2	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium divergens"	"S"	2748	27	5	10	20	7	10	NA	4	13	3	14	9	27	24	11	3	12	5	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium inhibens"	"S"	147709	16	4	5	8	12	2	1	5	10	NA	7	16	13	4	3	6	12	1	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium maltaromaticum"	"S"	2751	29	4	5	9	7	13	8	12	14	7	14	18	29	15	7	6	11	5	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"unclassified Carnobacterium"	"-"	257487	15	2	4	13	4	7	4	5	11	4	2	15	10	7	8	NA	6	NA	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium"
"Carnobacterium sp. 17-4"	"S"	208596	15	2	NA	NA	1	7	4	1	6	4	2	15	10	7	3	NA	6	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Carnobacterium>unclassified&nbsp;Carnobacterium"
"Dolosigranulum"	"G"	29393	522	20	73	54	39	30	11	14	63	522	37	24	76	508	47	177	162	23	32	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae"
"Dolosigranulum pigrum"	"S"	29394	522	20	73	54	39	30	11	14	63	522	37	24	76	508	47	177	162	23	32	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Dolosigranulum"
"Jeotgalibaca"	"G"	1470540	82	12	37	43	28	48	7	12	62	12	50	74	82	59	28	19	63	11	20	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae"
"unclassified Jeotgalibaca"	"-"	2621505	41	3	13	16	18	11	1	6	26	4	16	41	29	28	1	7	22	NA	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca"
"Jeotgalibaca sp. MA1X17-3"	"S"	2908211	25	3	1	13	8	7	1	6	19	4	9	19	25	13	1	1	13	NA	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca>unclassified&nbsp;Jeotgalibaca"
"Jeotgalibaca ciconiae"	"S"	2496265	24	4	8	6	2	24	4	NA	6	1	13	8	6	8	5	8	5	2	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca"
"Jeotgalibaca dankookensis"	"S"	708126	12	3	7	9	3	1	NA	3	12	2	5	6	1	2	2	1	12	NA	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca"
"Jeotgalibaca porci"	"S"	1868793	21	1	4	5	4	3	1	1	7	4	8	11	21	13	2	2	13	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Jeotgalibaca"
"Marinilactibacillus"	"G"	191769	16	4	4	9	2	2	3	4	16	NA	7	13	8	4	4	3	10	NA	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae"
"unclassified Marinilactibacillus"	"-"	2632303	16	4	4	9	2	2	3	4	16	NA	7	13	8	4	4	3	10	NA	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Marinilactibacillus"
"Marinilactibacillus sp. 15R"	"S"	1911586	16	4	4	9	2	2	3	4	16	NA	7	13	8	4	4	3	10	NA	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Carnobacteriaceae>Marinilactibacillus>unclassified&nbsp;Marinilactibacillus"
"Aerococcaceae"	"F"	186827	61293	4724	6793	32610	10062	46224	15834	9830	6698	15542	35136	29007	30815	18193	61293	7344	29532	20307	27285	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales"
"Abiotrophia"	"G"	46123	61233	4690	6731	32531	10033	46156	15797	9795	6612	15512	35073	28912	30652	18131	61233	7283	29445	20271	27237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae"
"Abiotrophia defectiva"	"S"	46125	61233	4690	6731	32531	10033	46156	15797	9795	6612	15512	35073	28912	30652	18131	61233	7283	29445	20271	27237	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Abiotrophia"
"Aerococcus"	"G"	1375	64	23	31	35	16	34	26	16	38	11	21	36	64	25	34	29	38	18	30	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae"
"Aerococcus christensenii"	"S"	87541	14	9	5	9	1	14	13	8	11	4	7	1	7	4	6	8	10	2	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus viridans"	"S"	1377	7	7	2	NA	NA	2	1	NA	2	1	1	6	7	1	NA	NA	4	1	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus urinaeequi"	"S"	51665	16	5	15	9	4	8	6	4	8	3	6	16	16	6	1	8	10	3	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcus tenax"	"S"	3078812	5	1	NA	NA	NA	4	NA	NA	NA	NA	1	NA	1	NA	5	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Globicatella"	"G"	13075	39	9	9	28	6	18	7	6	21	7	21	28	39	15	4	14	21	5	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae"
"unclassified Globicatella"	"-"	2636139	18	4	5	18	3	7	6	3	9	7	9	18	12	5	NA	6	9	2	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Globicatella"
"Globicatella sp. PHS-GS-PNBC-21-1553"	"S"	2885764	18	4	5	18	3	7	6	3	9	7	9	18	12	5	NA	6	9	2	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Globicatella>unclassified&nbsp;Globicatella"
"Globicatella sanguinis"	"S"	13076	26	4	4	10	3	10	1	3	11	NA	11	10	26	10	4	7	11	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Globicatella"
"Fundicoccus"	"G"	2761542	28	1	8	7	4	7	3	4	10	2	8	12	28	10	6	9	9	6	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae"
"Fundicoccus culcitae"	"S"	2969821	28	1	8	7	4	7	3	4	10	2	8	12	28	10	6	9	9	6	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Fundicoccus"
"Lactobacillaceae"	"F"	33958	3461	158	3461	596	468	818	459	257	682	205	516	535	955	426	381	212	537	196	690	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales"
"Ligilactobacillus"	"G"	2767887	140	35	58	118	139	94	8	22	125	23	60	140	109	84	41	35	37	24	56	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Ligilactobacillus salivarius"	"S"	1624	118	12	23	69	118	45	2	13	68	15	15	90	58	63	16	8	10	9	15	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus animalis"	"S"	1605	8	8	NA	1	NA	2	NA	2	NA	NA	3	3	1	NA	NA	NA	3	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus cholophilus"	"S"	3050131	13	6	NA	5	8	13	NA	2	6	NA	11	7	11	1	3	7	3	3	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus faecis"	"S"	762833	6	4	4	2	3	2	2	NA	NA	NA	2	6	5	4	NA	NA	1	4	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus agilis"	"S"	1601	16	3	1	14	2	3	2	NA	8	1	2	11	16	3	4	10	7	1	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus acidipiscis"	"S"	89059	8	1	2	6	3	8	NA	NA	3	NA	1	6	2	5	NA	3	3	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Ligilactobacillus murinus"	"S"	1622	36	1	17	13	2	13	1	NA	36	2	10	6	9	3	7	NA	5	2	20	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Ligilactobacillus"
"Lactobacillus"	"G"	1578	605	22	605	151	107	221	285	63	180	47	135	151	175	100	80	43	182	60	290	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Lactobacillus iners"	"S"	147802	140	5	140	21	27	36	5	17	60	11	20	32	44	12	12	16	63	11	29	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"unclassified Lactobacillus"	"-"	2620435	212	3	212	33	20	54	25	12	21	12	35	37	36	9	6	2	16	10	19	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus sp. Kim32-2"	"S"	2976676	10	1	2	2	3	10	1	1	3	3	2	3	7	1	NA	NA	3	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>unclassified&nbsp;Lactobacillus"
"Lactobacillus sp. CBA3605"	"S"	2099788	8	2	2	6	NA	8	NA	NA	3	NA	5	6	2	3	NA	NA	1	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus>unclassified&nbsp;Lactobacillus"
"Lactobacillus delbrueckii"	"S"	1584	10	3	5	4	4	8	2	9	5	1	4	2	NA	5	1	2	10	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus crispatus"	"S"	47770	202	2	14	7	1	13	202	3	12	1	13	1	6	5	2	1	3	3	54	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus taiwanensis"	"S"	508451	41	2	7	7	4	NA	1	1	4	5	8	41	8	NA	6	3	18	2	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus amylovorus"	"S"	1604	13	1	2	4	1	3	13	NA	2	3	4	6	5	2	8	7	8	5	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus johnsonii"	"S"	33959	16	1	6	14	9	14	4	2	16	1	4	3	9	5	3	2	4	3	16	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus kefiranofaciens"	"S"	267818	6	1	NA	1	5	4	4	1	4	NA	NA	3	6	2	2	1	1	NA	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus acidophilus"	"S"	1579	25	1	2	25	1	1	3	NA	6	NA	7	3	7	1	7	1	17	8	14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus isalae"	"S"	2993455	6	1	3	2	1	3	1	NA	NA	NA	3	NA	4	2	6	NA	NA	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactiplantibacillus"	"G"	2767842	72	17	72	18	9	48	21	6	16	20	11	21	40	31	24	18	38	10	15	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Lactiplantibacillus plantarum"	"S"	1590	58	12	58	6	4	24	19	2	1	11	3	15	19	6	17	10	13	7	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactiplantibacillus"
"Lactiplantibacillus paraplantarum"	"S"	60520	10	5	3	1	1	5	NA	2	NA	1	3	NA	10	4	NA	5	5	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lactiplantibacillus"
"Companilactobacillus"	"G"	2767879	53	10	12	34	14	31	6	11	35	7	17	25	53	15	19	9	36	15	36	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Companilactobacillus paralimentarius"	"S"	83526	5	4	NA	5	NA	1	NA	4	1	NA	1	3	NA	NA	3	3	1	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus pabuli"	"S"	2714036	6	3	3	1	NA	NA	1	NA	NA	2	NA	NA	6	1	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus futsaii"	"S"	938155	9	1	NA	8	NA	1	NA	3	1	1	NA	NA	3	1	1	1	9	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Companilactobacillus crustorum"	"S"	392416	15	1	1	7	2	7	NA	NA	5	NA	2	4	15	1	NA	1	9	NA	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Companilactobacillus"
"Weissella"	"G"	46255	55	10	30	19	14	29	6	3	34	9	55	13	41	22	19	13	32	9	16	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Weissella coleopterorum"	"S"	2714949	9	2	NA	1	1	8	NA	NA	3	NA	9	NA	1	NA	1	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella koreensis"	"S"	165096	7	2	2	NA	NA	3	NA	NA	7	NA	1	NA	2	NA	1	NA	1	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella cibaria"	"S"	137591	16	2	8	5	5	3	NA	NA	7	1	16	4	9	7	9	6	4	1	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella paramesenteroides"	"S"	1249	6	2	2	6	2	4	3	NA	NA	1	1	3	1	1	2	2	5	1	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Weissella confusa"	"S"	1583	9	1	9	1	NA	NA	3	1	2	NA	4	1	5	7	NA	2	2	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Limosilactobacillus"	"G"	2742598	1862	9	1862	55	13	85	57	25	44	14	17	18	148	29	28	17	26	13	104	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Limosilactobacillus fermentum"	"S"	1613	1840	4	1840	8	2	3	3	5	10	1	3	3	14	4	1	3	3	5	14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus reuteri"	"S"	1598	118	4	9	16	9	23	6	7	18	6	6	11	118	5	9	8	12	4	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus vaginalis"	"S"	1633	11	1	3	10	NA	1	6	1	1	NA	3	1	1	2	11	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Leuconostoc"	"G"	1243	573	8	573	32	12	62	11	3	28	10	17	18	37	14	18	11	32	6	21	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"Leuconostoc gelidum group"	"-"	3016637	36	4	17	10	NA	36	2	3	7	4	NA	3	3	4	7	2	11	6	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc gelidum"	"S"	1244	10	4	5	9	NA	10	1	3	2	1	NA	2	1	1	1	2	8	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc>Leuconostoc&nbsp;gelidum&nbsp;group"
"Leuconostoc pseudomesenteroides"	"S"	33968	392	2	392	1	NA	6	2	NA	3	1	2	1	1	2	NA	3	NA	NA	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Leuconostoc mesenteroides"	"S"	1245	18	1	18	6	2	7	NA	NA	8	3	2	4	2	1	NA	2	2	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Leuconostoc"
"Lacticaseibacillus"	"G"	2759736	107	7	107	29	29	28	26	89	19	18	5	30	41	19	24	8	14	6	21	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae"
"unclassified Lacticaseibacillus"	"-"	2759744	17	2	1	3	3	7	13	2	5	5	2	16	17	8	6	5	5	1	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
